ID,Sentences
1675,CHỈNH ĐỘ SÁNG CỦA ĐÈN NGỦ THÀNH NĂM MƯƠI PHẦN TRĂM
1676,CHỈNH NHIỆT ĐỘ MÁY LẠNH THÀNH HAI MƯƠI BỐN ĐỘ
1677,TẮT NHẠC SAU MƯỜI PHÚT NỮA
1678,MỞ NHẠC TRONG HAI MƯƠI PHÚT
1679,SÁU CHIA HAI NHÂN BA BẰNG MẤY
1680,MẬT ĐỘ DÂN SỐ CỦA NƯỚC ÚC NĂM HAI NGÀN KHÔNG TRĂM HAI MỐT LÀ BAO NHIÊU
1681,THE BÍT ĐỒ HOẠT ĐỘNG ĐẾN NĂM BAO NHIÊU
1682,TỶ LỆ TĂNG DÂN SỐ CỦA CHÂU ÂU NĂM HAI KHÔNG HAI KHÔNG
1683,XĂNG BAO NHIÊU MỘT LÍT
1684,LÔ RÍT TỰ NHIÊN CỦA E MŨ CĂN BẬC HAI CỦA HAI BẰNG MẤY
1685,THỜI TIẾT Ở VŨNG TÀU HAI NGÀY CUỐI TUẦN
1686,THỜI TIẾT Ở QUẬN BA TRONG BA NGÀY TIẾP THEO
1687,NHẮC TUI MUA SINH TỐ MỖI THỨ TƯ HÀNG TUẦN
1688,NGÀY BA MƯƠI THÁNG BA TÔI CÓ CÔNG VIỆC GÌ
1689,ĐẶT BÁO THỨC MỘT GIỜ RƯỠI CHIỀU TỪ THỨ HAI ĐẾN THỨ SÁU HÀNG TUẦN
1690,ĐẶT BÁO THỨC SÁU GIỜ SÁNG CHỦ NHẬT HÀNG TUẦN
1691,NHẮC TÔI ĐÓN CON LÚC MƯỜI SÁU GIỜ HÀNG NGÀY
1692,XÓA BÁO THỨC HAI GIỜ CHIỀU THỨ BẢY
1693,ĐẶT BÁO THỨC BẢY GIỜ SÁNG MỖI NGÀY
1694,NHẮC TÔI MUA DẦU ĂN BỐN GIỜ CHIỀU MAI
1695,ĐẶT BÁO THỨC LÚC BẢY GIỜ SÁNG
1696,TẮT PÓT CÁT
1697,LÙI LẠI NĂM GIÂY
1698,PÓT CÁT NÀY CỦA AI VẬY
1699,ĐÂY LÀ PÓT CÁT GÌ VẬY
1700,MỞ PÓT CÁT MỚI NHẤT CỦA GHI LÊ
1701,MỞ PÓT CÁT TRONG MỘT TIẾNG RƯỠI
1702,MỞ PÓT CÁT NỔI BẬT TRONG TUẦN
1703,TẮT RA ĐI Ô
1704,MỞ ĐÀI EM TI VI
1705,GIẢM XUỐNG KHÔNG PHẨY MỘT MÊ GA HÉC
1706,MỞ TIN TỨC VỀ TÌNH HÌNH CỦA NGA VÀ U RAI NA
1707,MỞ RA ĐI Ô CHO TỚI TÁM GIỜ RƯỠI SÁNG
1708,CHUYỂN SANG ĐÀI MỘT TRĂM LINH SÁU CHẤM NĂM MÊ GA HÉC
1709,MỞ ĐÀI VÊ Ô HẮT
1710,MÙNG MƯỜI THÁNG BA ÂM LỊCH VÀO NGÀY MẤY
1711,NGẮT LU TÚT
1712,GIẢM ÂM LƯỢNG ĐI NĂM PHẦN TRĂM
1713,MỞ LU TÚT
1714,DỪNG KỂ CHUYỆN LÚC MƯỜI MỘT GIỜ
1715,KỂ TRUYỆN MA NGUYỄN NGỌC NGẠN TRONG MỘT TIẾNG RƯỠI
1716,ĐỌC BA TRUYỆN TRONG THẦN THOẠI HI LẠP
1717,KỂ TRUYỆN NGỤ NGÔN TRONG BA MƯƠI PHÚT
1718,TĂNG ÂM LƯỢNG TI VI LÊN HAI NẤC
1719,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG HAI ĐỘ
1720,TĂNG MÁY LẠNH LÊN MỘT ĐỘ
1721,TẮT ĐÈN TO LÉT
1722,ĐỐ MỘT BÀI BẤT KỲ CỦA BÙI ANH TUẤN
1723,TẮT NHẠC TỚI MỘT GIỜ SÁNG
1724,PHÁT MƯỜI BÀI CỦA HOÀNG YẾN CHI BI
1725,PHÁT BÀI NÀY SÁU LẦN
1726,MỞ NHẠC TRONG MỘT GIỜ
1727,BÍT COI DẠO NÀY SAO RỒI
1728,NĂM NHÂN MƯỜI BẰNG MẤY
1729,MỘT CỘNG MƯỜI LÀ BAO NHIÊU
1730,CÔ VÍT LÀ BỆNH GÌ
1731,DỰ BÁO THỜI TIẾT KIÊN GIANG VÀO THỨ BẢY TUẦN NÀY
1732,ĐẶT CHUÔNG BÁO THỨC LÚC MỘT GIỜ RƯỠI CHIỀU
1733,NHẮC TÔI ĐẶT CƠM TRƯA LÚC MƯỜI MỘT GIỜ BA MƯƠI
1734,ĐẶT LỊCH HẸN KHÁM RĂNG CHO SÁNG THỨ BẢY
1735,NHẮC TÔI HỌC THÊM SÁNG MAI LÚC CHÍN GIỜ
1736,NHẮC TÔI HỌC THÊM VÀO HAI GIỜ CHIỀU THỨ HAI HÀNG TUẦN
1737,BÁO THỨC LÚC SÁU GIỜ SÁNG HÀNG NGÀY
1738,BÁO THỨC LÚC SÁU GIỜ SÁNG
1739,MỞ BỐT CÁT VỀ KINH DOANH
1740,MỞ BỐT CÁT CỦA PHI VÂN
1741,LÙI LẠI CHO TÔI BA PHÚT
1742,TUA NHANH MƯỜI PHÚT
1743,MỞ RA ĐI Ô TRÊN CHO TÔI
1744,TẮT RA ĐI Ô
1745,MỞ RA ĐI Ô CHO TỚI CHÍN GIỜ TỐI
1746,CHO NGHE TIN GIAO THÔNG TRÊN VÊ Ô HẮT
1747,CHO NGHE TIN VỀ ÔNG BU TIN
1748,MỞ ĐÀI BI BI CI HOA KỲ
1749,PHÁT RA ĐI Ô
1750,MỞ CHÍN CHÍN MÊ GA HÉT
1751,CHO NGHE KÊNH VÊ Ô VÊ GIAO THÔNG
1752,CÒN BAO NHIÊU NGÀY NỮA LÀ ĐẾN BA MƯƠI THÁNG TƯ
1753,ĐẶT ÂM LƯỢNG MỨC TỐI ĐA
1754,KẾT NỐI LU TÚT
1755,TẮT LU TÚT
1756,KỂ CHUYỆN CƯỜI
1757,KỂ CHUYỆN CỔ TÍCH CHO TỚI MƯỜI GIỜ TỐI
1758,KỂ CHUYỆN CÔ BÉ LỌ LEM
1759,KÉO RÈM PHÒNG KHÁCH DÙM TÔI
1760,TĂNG MÁY LẠNH THÊM HAI ĐỘ
1761,MỞ NHẠC HÒA TẤU TRONG VÒNG HAI TIẾNG ĐỒNG HỒ
1762,MỞ NHẠC HÒA TẤU GHI TA
1763,MỞ NHẠC DÙM TÔI
1764,BÍT COI HÔM NAY GIẢM BAO NHIÊU
1765,GIÁ VÀNG TÁM NĂM TRƯỚC LÀ BAO NHIÊU
1766,MAI CA BAO NHIÊU TUỔI
1767,MỘT NHÂN KHÔNG CỘNG BA MƯƠI BẢY CHIA NĂM TRỪ BỐN BẰNG BAO NHIÊU
1768,HAI CỘNG SÁU TRỪ TÁM NHÂN MƯỜI LĂM CHIA CHÍN MƯƠI BẰNG BAO NHIÊU
1769,TỔNG THỐNG MỸ THỨ MƯỜI BA LÀ AI
1770,BÃO SỐ HAI KHI NÀO GẶP BỜ
1771,TÁM GIỜ TỐI NAY SA PA BAO NHIÊU ĐỘ
1772,CHỈ SỐ TIA U VÊ CỦA THÀNH PHỐ HỒ CHÍ MINH HÔM NAY BAO NHIÊU
1773,NHẮC TUI ĐI NGỦ LÚC MƯỜI HAI GIỜ
1774,NHẮC TUI TƯỚI CÂY LÚC BẢY GIỜ NHA
1775,CHÍN GIỜ SÁNG MAI TUI CÓ NHẮC NHỞ GÌ KHÔNG
1776,NHẮC TÔI HỌC NHÓM TÁM GIỜ TỐI MỖI NGÀY
1777,NHẮC TÔI UỐNG NƯỚC MỖI HAI TIẾNG
1778,NHẮC TUI TẬP THỂ DỤC LÚC BẢY GIỜ TỐI MỖI NGÀY
1779,NHẮC TUI PHƠI ĐỒ TRONG VÒNG MỘT TIẾNG NỮA
1780,ĐẶT BÁO THỨC LÚC BA GIỜ SÁNG
1781,HỦY BÁO THỨC LÚC BA GIỜ SÁNG
1782,ĐẶT BÁO THỨC BẢY GIỜ SÁNG MỖI NGÀY
1783,ĐẶT BÁO THỨC BẢY GIỜ SÁNG
1784,NGHE PHÁP THOẠI CỦA THÍCH NỮ HƯƠNG NHỦ
1785,MỞ RÂY ĐI Ô TRONG BẢY TIẾNG
1786,MỞ RÂY ĐI Ô ĐÀI CA NHẠC
1787,MỞ TIN TỨC CỦA HẮT TÊ VÊ
1788,MỞ RÂY ĐI Ô TẦN SỐ CHÍN MƯƠI HAI PHẨY NĂM
1789,DỪNG PHÁT RÂY ĐI Ô
1790,CHUYỂN KÊNH SANG ĐÀI VÊ Ô VÊ
1791,MỞ RA ĐI Ô ĐÀI VÊ Ô HẮT
1792,MỞ RA ĐI Ô ĐÀI VÊ Ô VÊ
1793,VA LEN THAI NGÀY MẤY
1794,TĂNG ÂM LƯỢNG LÊN HAI MỨC
1795,KẾT NỐI LU TÚT
1796,KỂ CHUYỆN CHO ĐẾN MƯỜI MỘT GIỜ
1797,ĐỪNG KỂ CHUYỆN NỮA
1798,KỂ CHUYỆN NHANH LÊN
1799,KỂ CHO TUI TÁM CÂU CHUYỆN CƯỜI ĐI
1800,KỂ CHUYỆN MA ĐI
1801,GIẢM NHIỆT ĐỘ MÁY LẠNH PHÒNG NGỦ XUỐNG HAI MƯƠI ĐỘ
1802,MỞ NHẠC NÀO THƯ GIÃN ĐI
1803,TUA VỀ TRƯỚC BA MƯƠI GIÂY
1804,TUA NHANH MƯỜI GIÂY
1805,TẮT NHẠC VÀO LÚC HAI GIỜ BA MƯƠI
1806,MỞ NHẠC NƯỚC NGOÀI TỪ TÁM GIỜ BA MƯƠI ĐẾN MƯỜI HAI GIỜ
1807,MỞ NHẠC TRỊNH CÔNG SƠN TRONG VÒNG MỘT TIẾNG
1808,ĐỔI MỘT BÀI NGẪU NHIÊN
