sid,orig_text,post_text
879,NHẮC TÔI UỐNG NƯỚC SAU MỖI MỘT TIẾNG,NHẮC TÔI UỐNG NƯỚC SAU MỖI MỘT TIẾNG
880,BA MƯƠI PHÚT NỮA NHẮC TÔI GỌI ĐIỆN THOẠI,30 PHÚT NỮA NHẮC TÔI GỌI ĐIỆN THOẠI
881,ĐẶT BÁO THỨC LÚC SÁU GIỜ SÁNG,ĐẶT BÁO THỨC LÚC 6 GIỜ SÁNG
882,MỞ BỐT CÁT VẬT VỜ,MỞ BỐT CÁT VẬT VỜ
883,MỞ RA ĐI Ô,MỞ RA ĐI Ô
884,TẮT RA ĐI Ô,TẮT RA ĐI Ô
885,MỞ RA ĐI Ô LÚC TÁM GIỜ,MỞ RA ĐI Ô LÚC 8 GIỜ
886,MỞ TIN TỨC CỦA VÊ Ô HÉT,MỞ TIN TỨC CỦA VÊ Ô HÉT
887,MỞ RA ĐI Ô ÉP EM CHÍN MƯƠI CHÍN CHẤM CHÍN MÊ GA ẸC,MỞ RA ĐI Ô ÉP EM 99 CHẤM CHÍN MÊ GA ẸC
888,MỞ RA ĐI Ô VÊ Ô HẮT GIAO THÔNG,MỞ RA ĐI Ô VÊ Ô HẮT GIAO THÔNG
889,TẾT ÂM LỊCH HAI KHÔNG HAI BA LÀ NGÀY NÀO,TẾT ÂM LỊCH 2023 LÀ NGÀY NÀO
890,HAI THÁNG CHÍN LÀ THỨ MẤY,2 THÁNG 9 LÀ THỨ MẤY
891,BA MƯƠI THÁNG TƯ LÀ THỨ MẤY,30 THÁNG 4 LÀ THỨ MẤY
892,MỞ BỜ LU TÚT,MỞ BỜ LU TÚT
893,MỞ TRUYỆN CỔ TÍCH TRONG BA MƯƠI PHÚT,MỞ TRUYỆN CỔ TÍCH TRONG 30 PHÚT
894,TĂNG NHIỆT ĐỘ MÁY LẠNH THÊM HAI ĐỘ,TĂNG NHIỆT ĐỘ MÁY LẠNH THÊM 2 ĐỘ
895,TẮT NHẠC SAU MỘT GIỜ,TẮT NHẠC SAU 1 GIỜ
896,MỞ BÀI DẠ KHÚC TRONG MỘT TIẾNG,MỞ BÀI DẠ KHÚC TRONG MỘT TIẾNG
897,LÀM SAO TRỊ NỨT CỤC,LÀM SAO TRỊ NỨT CỤC
898,ĐỊNH LUẬT NÊU TƠN LÀ DÌ,ĐỊNH LUẬT NÊU TƠN LÀ DÌ
899,CĂN BẬC HAI CỦA MỘT TRĂM HAI MƯƠI HAI LÀ BAO NHIÊU,CĂN BẬC HAI CỦA 122 LÀ BAO NHIÊU
900,GIÁ VÀNG ÉT TRÂY SI HÔM NAY,GIÁ VÀNG ÉT TRÂY SI HÔM NAY
901,LÁ CỜ CỦA BA LI MÀU GÌ,LÁ CỜ CỦA BA LI MÀU GÌ
902,HIỆN TẠI NGOÀI TRỜI TIA U VIA LÀ BAO NHIÊU,HIỆN TẠI NGOÀI TRỜI TIA U VIA LÀ BAO NHIÊU
903,NĂM PHÚT NỮA NHẮC TÔI TẮT BẾP,NĂM PHÚT NỮA NHẮC TÔI TẮT BẾP
904,MỘT TIẾNG NỮA NHẮC TÔI CHO MÈO ĂN,MỘT TIẾNG NỮA NHẮC TÔI CHO MÈO ĂN
905,ĐẶT BÁO THỨC LÚC BẢY GIỜ SÁNG,ĐẶT BÁO THỨC LÚC 7 GIỜ SÁNG
906,NHẮC TÔI MƯỜI LĂM PHÚT NỮA ĐI TẮM,NHẮC TÔI 15 PHÚT NỮA ĐI TẮM
907,BỎ TẤT CẢ CÁC NHẮC NHỞ,BỎ TẤT CẢ CÁC NHẮC NHỞ
908,NHẮC BA TÔI MƯỜI PHÚT NỮA UỐNG THUỐC HUYẾT ÁP,NHẮC BA TÔI MƯỜI PHÚT NỮA UỐNG THUỐC HUYẾT ÁP
909,NHẮC MÌNH BA MƯƠI PHÚT NỮA NẤU CƠM,NHẮC MÌNH BA MƯƠI PHÚT NỮA NẤU CƠM
910,NHẮC TÔI ĐI NGỦ LÚC MƯỜI MỘT GIỜ TỐI,NHẮC TÔI ĐI NGỦ LÚC 11 GIỜ TỐI
911,NHẮC TÔI BẢY GIỜ BA MƯƠI DẬY,NHẮC TÔI BẢY GIỜ 30 DẬY
912,MỞ BÓT CÁT TIẾP THEO,MỞ BÓT CÁT TIẾP THEO
913,TÔI MUỐN NGHE BÓT CÁT VỀ HÔN NHÂN,TÔI MUỐN NGHE BÓT CÁT VỀ HÔN NHÂN
914,MỞ ĐÀI VÊ Ô HẮT,MỞ ĐÀI VÊ Ô HẮT
915,MỞ BÓT CÁT VỀ PHÁP LUẬT,MỞ BÓT CÁT VỀ PHÁP LUẬT
916,MỞ BÓT CÁT CỦA TÂM SỰ,MỞ BÓT CÁT CỦA TÂM SỰ
917,TÔI MUỐN NGHE BÓT CÁT CỦA QUỐC KHÁNH,TÔI MUỐN NGHE BÓT CÁT CỦA QUỐC KHÁNH
918,MỞ BÓT CÁT,MỞ BÓT CÁT
919,GIẢM ÂM LƯỢNG RAY ĐI Ô,GIẢM ÂM LƯỢNG RAY ĐI Ô
920,MỞ TIN TỨC VỀ GEM SÔ THỬ THÁCH TRỐN THOÁT,MỞ TIN TỨC VỀ GEM SÔ THỬ THÁCH TRỐN THOÁT
921,ĐỌC TIN TỨC ĐẾN MƯỜI GIỜ,ĐỌC TIN TỨC ĐẾN 10 GIỜ
922,TÔI MUỐN NGHE RAY ĐI Ô,TÔI MUỐN NGHE RAY ĐI Ô
923,MỞ ĐÀI ÉP EM CHÍN CHÍN CHẤM CHÍN,MỞ ĐÀI ÉP EM 9 CHÍN CHẤM CHÍN
924,MỞ ÂM THANH CỦA DÓ,MỞ ÂM THANH CỦA DÓ
925,NGÀY HAI MƯƠI THÁNG MƯỜI LÀ NGÀY GÌ,NGÀY 20 THÁNG MƯỜI LÀ NGÀY GÌ
926,KẾT NỐI LU TÚT,KẾT NỐI LU TÚT
927,TẮT LU TÚT,TẮT LU TÚT
928,MỞ LU TÚT,MỞ LU TÚT
929,BẬT LU TÚT,BẬT LU TÚT
930,KỂ CHUYỆN ĐẾN MƯỜI MỘT GIỜ,KỂ CHUYỆN ĐẾN 11 GIỜ
931,KỂ MƯỜI CÂU TRUYỆN CỔ TÍCH,KỂ 10 CÂU TRUYỆN CỔ TÍCH
932,TĂNG ÂM LƯỢNG TI VI PHÒNG KHÁCH,TĂNG ÂM LƯỢNG TI VI PHÒNG KHÁCH
933,GIẢM MÁY LẠNH XUỐNG HAI ĐỘ NỮA,GIẢM MÁY LẠNH XUỐNG 2 ĐỘ NỮA
934,CHỈNH MÁY LẠNH ĐẾN HAI MƯƠI SÁU ĐỘ,CHỈNH MÁY LẠNH ĐẾN 26 ĐỘ
935,MỞ NHẠC TRONG MƯỜI LĂM PHÚT,MỞ NHẠC TRONG 15 PHÚT
936,LẶP LẠI BÀI NÀY MƯỜI LẦN,LẶP LẠI BÀI NÀY MƯỜI LẦN
937,CHIẾN TRANH THẾ GIỚI THỨ HAI DIỄN RA KHI NÀO,CHIẾN TRANH THẾ GIỚI THỨ HAI DIỄN RA KHI NÀO
938,ĐỔI MỘT Ê RÔ RA TIỀN VIỆT,ĐỔI MỘT Ê RÔ RA TIỀN VIỆT
939,MƯỜI PHẨY NĂM NHÂN SÁU BẰNG BAO NHIÊU,10 PHẨY NĂM NHÂN SÁU BẰNG BAO NHIÊU
940,MỘT Ê RÔ BẰNG BAO NHIÊU TIỀN VIỆT,MỘT Ê RÔ BẰNG BAO NHIÊU TIỀN VIỆT
941,NHẮC TÔI NGÀY MAI TÉT CÔ VÍT,NHẮC TÔI NGÀY MAI TÉT CÔ VÍT
942,XÓA NHẮC NHỞ LÚC NĂM GIỜ CHIỀU,XÓA NHẮC NHỞ LÚC 5 GIỜ CHIỀU
943,NHẮC TÔI TẮT ĐÈN SAU MƯỜI GIỜ TỐI,NHẮC TÔI TẮT ĐÈN SAU 10 GIỜ TỐI
944,NHẮC TÔI UỐNG NƯỚC SAU BA MƯƠI PHÚT NỮA,NHẮC TÔI UỐNG NƯỚC SAU 30 PHÚT NỮA
945,NHẮC TÔI UỐNG THUỐC BẢY GIỜ TỐI MỖI NGÀY,NHẮC TÔI UỐNG THUỐC 7 GIỜ TỐI MỖI NGÀY
946,NHẮC TÔI ĐI NGỦ SAU BA MƯƠI PHÚT NỮA,NHẮC TÔI ĐI NGỦ SAU 30 PHÚT NỮA
947,NHẮC TÔI DẬY VÀO BẢY GIỜ SÁNG MAI,NHẮC TÔI DẬY VÀO 7 GIỜ SÁNG MAI
948,MỞ BÓT CÁT VỀ SỨC KHỎE,MỞ BÓT CÁT VỀ SỨC KHỎE
949,MỞ BÓT CÁT,MỞ BÓT CÁT
950,MỞ TIN TỨC VỀ CHIẾN TRANH U RAI NA,MỞ TIN TỨC VỀ CHIẾN TRANH U RAI NA
951,MỞ KÊNH RA ĐI Ô CA NHẠC,MỞ KÊNH RA ĐI Ô CA NHẠC
952,TẮT RA ĐI Ô SAU MƯỜI PHÚT,TẮT RA ĐI Ô SAU 10 PHÚT
953,TẮT RA ĐI Ô SAU MƯỜI PHÚT,TẮT RA ĐI Ô SAU 10 PHÚT
954,MỞ RA ĐI Ô TRONG HAI GIỜ,MỞ RA ĐI Ô TRONG 2 GIỜ
955,MỞ THỜI SỰ VÊ Ô HÁT,MỞ THỜI SỰ VÊ Ô HÁT
956,MỞ CHƯƠNG TRÌNH RA ĐI Ô BÚT,MỞ CHƯƠNG TRÌNH RA ĐI Ô BÚT
957,MỞ KÊNH ÉP EM TÁM MƯƠI CHÍN,MỞ KÊNH ÉP EM 80 CHÍN
958,MỞ VÊ Ô VÊ MỘT,MỞ VÊ Ô VÊ MỘT
959,NGÀY MƯỜI ÂM LỊCH LÀ THỨ MẤY,NGÀY 10 ÂM LỊCH LÀ THỨ MẤY
960,TĂNG ÂM LƯỢNG LÊN MỘT TRĂM PHẦN TRĂM,TĂNG ÂM LƯỢNG LÊN 100 PHẦN TRĂM
961,TẮT BỜ LU TÚT,TẮT BỜ LU TÚT
962,BẬT BỜ LU TÚT,BẬT BỜ LU TÚT
963,TẮT TRUYỆN SAU BA MƯƠI PHÚT NỮA,TẮT TRUYỆN SAU 30 PHÚT NỮA
964,MỞ TRUYỆN CỔ TÍCH TRONG BA MƯƠI PHÚT,MỞ TRUYỆN CỔ TÍCH TRONG 30 PHÚT
965,MỞ MƯỜI TRUYỆN CỔ TÍCH,MỞ 10 TRUYỆN CỔ TÍCH
966,TĂNG NĂM ĐỘ,TĂNG 5 ĐỘ
967,GIẢM HAI ĐỘ,GIẢM 2 ĐỘ
968,MỞ NHẠC PI A NÔ KHÔNG LỜI,MỞ NHẠC PI A NÔ KHÔNG LỜI
969,MỞ BÀI GIẤC MƠ THẦN TIÊN ĐẾN MƯỜI GIỜ SÁNG,MỞ BÀI GIẤC MƠ THẦN TIÊN ĐẾN 10 GIỜ SÁNG
970,MỞ BÀI GIẤC MƠ THẦN TIÊN ĐẾN MƯỜI GIỜ SÁNG,MỞ BÀI GIẤC MƠ THẦN TIÊN ĐẾN 10 GIỜ SÁNG
971,MỞ NHẠC ĐẾN MƯỜI GIỜ TỐI,MỞ NHẠC ĐẾN 10 GIỜ TỐI
972,TẮT NHẠC TRONG MỘT GIỜ NỮA,TẮT NHẠC TRONG 1 GIỜ NỮA
973,MỞ NHẠC TRONG BA MƯƠI PHÚT,MỞ NHẠC TRONG 30 PHÚT
974,MỞ BÀI XE ĐẠP NĂM LẦN,MỞ BÀI XE ĐẠP NĂM LẦN
975,MỞ BÀI XE ĐẠP NĂM LẦN,MỞ BÀI XE ĐẠP NĂM LẦN
976,BĂNG Ở HAI CỰC KHI NÀO THÌ TAN HẾT,BĂNG Ở HAI CỰC KHI NÀO THÌ TAN HẾT
977,MỘT NGÀN CHÍN TRĂM NHÂN MỘT NGÀN HAI TRĂM BẰNG BAO NHIÊU,1900 NHÂN 1200 BẰNG BAO NHIÊU
978,BU TIN LÀ AI,BU TIN LÀ AI
979,DỊCH CÂU CHÚC MỘT NGÀY TỐT LÀNH SANG TIẾNG ANH,DỊCH CÂU CHÚC MỘT NGÀY TỐT LÀNH SANG TIẾNG ANH
980,SƠN TÙNG EM TI BI LÀ AI,SƠN TÙNG EM TI BI LÀ AI
981,MƯỜI HAI GIỜ HÔM NAY CÓ NẮNG KHÔNG,12 GIỜ HÔM NAY CÓ NẮNG KHÔNG
982,NHẮC TÔI ĐI NGỦ TRONG BA MƯƠI PHÚT NỮA,NHẮC TÔI ĐI NGỦ TRONG 30 PHÚT NỮA
983,NHẮC TÔI ĂN TRƯA TRONG BA MƯƠI PHÚT NỮA,NHẮC TÔI ĂN TRƯA TRONG 30 PHÚT NỮA
984,NHẮC TÔI MỜI TRÀ SỮA CHO TIM MA KÉT TINH,NHẮC TÔI MỜI TRÀ SỮA CHO TIM MA KÉT TINH
985,NHẮC TÔI ĐI NHẬU LÚC MƯỜI GIỜ,NHẮC TÔI ĐI NHẬU LÚC 10 GIỜ
986,NHẮC TÔI ĐI ĂN TRONG BA MƯƠI PHÚT NỮA,NHẮC TÔI ĐI ĂN TRONG 30 PHÚT NỮA
987,NHẮC TÔI TẬP THỂ DỤC SÁU GIỜ HẰNG NGÀY,NHẮC TÔI TẬP THỂ DỤC 6 GIỜ HẰNG NGÀY
988,NHẮC TÔI ĐI SIÊU THỊ TRONG BA MƯƠI PHÚT NỮA,NHẮC TÔI ĐI SIÊU THỊ TRONG 30 PHÚT NỮA
989,ĐẶT BÁO THỨC LÚC SÁU GIỜ SÁNG MAI,ĐẶT BÁO THỨC LÚC 6 GIỜ SÁNG MAI
990,BÓT CÁT GIA ĐÌNH,BÓT CÁT GIA ĐÌNH
991,BÓT CÁT HÔN NHÂN,BÓT CÁT HÔN NHÂN
992,MỞ ÂU ĐI Ô ĐỘNG VẬT,MỞ ÂU ĐI Ô ĐỘNG VẬT
993,BÓT CÁT TUỔI TRẺ,BÓT CÁT TUỔI TRẺ
994,BÓT CÁT KINH PHẬT,BÓT CÁT KINH PHẬT
995,TẮT BÓT CÁT,TẮT BÓT CÁT
996,MỞ BÓT CÁT QUỐC KHÁNH,MỞ BÓT CÁT QUỐC KHÁNH
997,MỞ RÂY ĐI Ô VỀ HÔN NHÂN GIA ĐÌNH,MỞ RÂY ĐI Ô VỀ HÔN NHÂN GIA ĐÌNH
998,MỞ RA ĐI Ô TRONG MỘT GIỜ,MỞ RA ĐI Ô TRONG 1 GIỜ
999,TĂNG ÂM LƯỢNG RÂY ĐI Ô,TĂNG ÂM LƯỢNG RÂY ĐI Ô
1000,MỞ RÂY ĐI Ô TRONG MƯỜI PHÚT NỮA,MỞ RÂY ĐI Ô TRONG 10 PHÚT NỮA
1001,MỞ TIN TỨC KÊNH VÊ Ô VÊ MỘT,MỞ TIN TỨC KÊNH VÊ Ô VÊ MỘT
1002,MỞ RÂY ĐI Ô Ở TẦN SỐ SÁU CHÍN,MỞ RÂY ĐI Ô Ở TẦN SỐ 69
1003,MỞ KÊNH VÊ Ô VÊ BA,MỞ KÊNH VÊ Ô VÊ BA
1004,TIẾNG CHIM CÁNH CỤC,TIẾNG CHIM CÁNH CỤC
1005,BA THÁNG HAI LÀ NGÀY GÌ,3 THÁNG HAI LÀ NGÀY GÌ
1006,HAI MƯƠI THÁNG MƯỜI LÀ NGÀY GÌ,20 THÁNG MƯỜI LÀ NGÀY GÌ
1007,BAO NHIÊU NGÀY NỮA ĐẾN NÔ EN,BAO NHIÊU NGÀY NỮA ĐẾN NÔ EN
1008,BAO GIỜ ĐẾN NÔ EN,BAO GIỜ ĐẾN NÔ EN
1009,TĂNG ÂM LƯỢNG LÊN BA MƯƠI PHẦN TRĂM,TĂNG ÂM LƯỢNG LÊN 30 PHẦN TRĂM
1010,MỞ LU TÚT,MỞ LU TÚT
1011,KỂ ĐOẠN KẾT,KỂ ĐOẠN KẾT
1012,KỂ CHUYỆN CỔ TÍCH TRONG BỐN MƯƠI PHÚT,KỂ CHUYỆN CỔ TÍCH TRONG 40 PHÚT
1013,TẮT TI VI,TẮT TI VI
1014,TĂNG ÂM LƯỢNG TI VI,TĂNG ÂM LƯỢNG TI VI
1015,BẬT TI VI PHÒNG KHÁCH,BẬT TI VI PHÒNG KHÁCH
1016,TĂNG NHIỆT ĐỘ MÁY LẠNH LÊN HAI TÁM ĐỘ,TĂNG NHIỆT ĐỘ MÁY LẠNH LÊN HAI 8 ĐỘ
1017,MỞ TI VI PHÒNG KHÁCH,MỞ TI VI PHÒNG KHÁCH
1018,TUA NHANH MƯỜI GIÂY,TUA NHANH MƯỜI GIÂY
1019,MỞ HAI MƯƠI BÀI HÁT VUI,MỞ 20 BÀI HÁT VUI
1020,PHÁT NHẠC CHI BU MỘT GIỜ,PHÁT NHẠC CHI BU 1 GIỜ
1021,MỞ BÀI HÁT HIỆN TẠI MỘT GIỜ,MỞ BÀI HÁT HIỆN TẠI 1 GIỜ
1022,MỞ NHẠC THƯ DÃN,MỞ NHẠC THƯ DÃN
1023,MỞ BÀI ĐANG NGHE TRONG BA MƯƠI PHÚT,MỞ BÀI ĐANG NGHE TRONG BA MƯƠI PHÚT
1024,MỞ NHẠC HÍP HÓP,MỞ NHẠC HÍP HÓP
1025,MỘT BỐN KHÔNG HAI CỘNG HAI KHÔNG HAI HAI BẰNG MẤY,1402 CỘNG 2022 BẰNG MẤY
1026,XU HƯỚNG TÍT TÓT HIỆN NAY LÀ GÌ,XU HƯỚNG TÍT TÓT HIỆN NAY LÀ GÌ
1027,EM SI CÂY LÀ AI,EM SI CÂY LÀ AI
1028,LỊCH CHIẾU PHIM XÊ GỜ VÊ LÚC BẢY GIỜ,LỊCH CHIẾU PHIM XÊ GỜ VÊ LÚC 7 GIỜ
1029,THÔNG TIN VỀ LÁCH BINH,THÔNG TIN VỀ LÁCH BINH
1030,THỜI TIẾT TẠI HÀ NỘI LÚC MƯỜI HAI GIỜ TRƯA HÔM NAY,THỜI TIẾT TẠI HÀ NỘI LÚC 12 GIỜ TRƯA HÔM NAY
1031,THỜI TIẾT LÚC MƯỜI BẢY GIỜ BA MƯƠI,THỜI TIẾT LÚC 17 GIỜ 30
1032,BÂY GIỜ THỜI TIẾT SÀI GÒN RA SAO,BÂY GIỜ THỜI TIẾT SÀI GÒN RA SAO
1033,XÓA LỊCH BÁO THỨC LÚC HAI GIỜ,XÓA LỊCH BÁO THỨC LÚC 2 GIỜ
1034,ĐẶT GIỜ BÁO THỨC TÁM GIỜ SÁNG CỦA MỖI CUỐI TUẦN,ĐẶT GIỜ BÁO THỨC 8 GIỜ SÁNG CỦA MỖI CUỐI TUẦN
1035,XÓA BÁO THỨC LÚC TÁM GIỜ SÁNG,XÓA BÁO THỨC LÚC 8 GIỜ SÁNG
1036,NHẮC TÔI UỐNG THUỐC HAI MƯƠI GIỜ HÀNG NGÀY,NHẮC TÔI UỐNG THUỐC HAI MƯƠI GIỜ HÀNG NGÀY
1037,ĐẶT LỊCH HẸN LÚC SÁU GIỜ VỚI NGÂN,ĐẶT LỊCH HẸN LÚC 6 GIỜ VỚI NGÂN
1038,ĐẶT BÁO THỨC BẢY GIỜ NGÀY MAI,ĐẶT BÁO THỨC BẢY GIỜ NGÀY MAI
1039,MỞ KINH PHẬT TRONG MỘT TIẾNG,MỞ KINH PHẬT TRONG 1 TIẾNG
1040,MỞ BÓT CÁT CHỦ ĐỀ HÔN NHÂN,MỞ BÓT CÁT CHỦ ĐỀ HÔN NHÂN
1041,BÓT CÁT ĐANG PHÁT TÊN GÌ,BÓT CÁT ĐANG PHÁT TÊN GÌ
1042,MỞ BỐT CÁT VIỆT XE TE RA,MỞ BỐT CÁT VIỆT XE TE RA
1043,MỞ BÓT CẠT,MỞ BÓT CẠT
1044,MỞ RA ĐI Ô TRONG MỘT TIẾNG,MỞ RA ĐI Ô TRONG 1 TIẾNG
1045,TẮT RA ĐI Ô LÚC HAI GIỜ,TẮT RA ĐI Ô LÚC 2 GIỜ
1046,MỞ RA ĐI Ô MỘT TIẾNG,MỞ RA ĐI Ô MỘT TIẾNG
1047,MỞ TIN TỨC VÀO LÚC BẢY GIỜ,MỞ TIN TỨC VÀO LÚC 7 GIỜ
1048,MỞ TIN TỨC NGÀY BA MỐT THÁNG BA,MỞ TIN TỨC NGÀY 31 THÁNG BA
1049,KHI NÀO TỚI TẾT HAI KHÔNG HAI BA,KHI NÀO TỚI TẾT HAI KHÔNG 23
1050,TẮT ÂM TRONG VÒNG NĂM PHÚT,TẮT ÂM TRONG VÒNG 5 PHÚT
1051,TẮT ÂM LƯỢNG TI VI,TẮT ÂM LƯỢNG TI VI
1052,BẬT LU TÚT,BẬT LU TÚT
1053,TRUYỆN KẾ TIẾP,TRUYỆN KẾ TIẾP
1054,KỂ CHUYỆN TRONG MỘT TIẾNG,KỂ CHUYỆN TRONG MỘT TIẾNG
1055,TĂNG NHIỆT ĐỘ PHÒNG LÊN HAI MƯƠI BẢY ĐỘ XÊ,TĂNG NHIỆT ĐỘ PHÒNG LÊN 27 ĐỘ XÊ
1056,PHÁT BÀI NÀY NĂM LẦN,PHÁT BÀI NÀY NĂM LẦN
1057,BẬT NHẠC THƯ GIÃN TRONG BA MƯƠI PHÚT,BẬT NHẠC THƯ GIÃN TRONG 30 PHÚT
1058,BẬT ĐẠI MỘT BÀI HÁT ĐI,BẬT ĐẠI MỘT BÀI HÁT ĐI
1059,TẮT NHẠC SAU BA MƯƠI PHÚT NỮA,TẮT NHẠC SAU 30 PHÚT NỮA
1060,DANH SÁCH NHỮNG AN NI ME HAY,DANH SÁCH NHỮNG AN NI ME HAY
1061,MƯỜI TÁM CỘNG MƯỜI MỘT NHÂN CHÍN CHÍN BẰNG BAO NHIÊU,18 CỘNG 11 NHÂN 99 BẰNG BAO NHIÊU
1062,CHIẾN TRANH CỦA NGA VÀ U REN THẾ NÀO RỒI,CHIẾN TRANH CỦA NGA VÀ U REN THẾ NÀO RỒI
1063,DỊCH CHÚC BẠN MỘT NGÀY TỐT LÀNH SANG TIẾNG PHÁP,DỊCH CHÚC BẠN MỘT NGÀY TỐT LÀNH SANG TIẾNG PHÁP
1064,THỜI TIẾT TẠI ĐÀ NẴNG LÚC MƯỜI DỜ TRƯA,THỜI TIẾT TẠI ĐÀ NẴNG LÚC 10 DỜ TRƯA
1065,Ở LON ĐON CÓ TUYẾT KHÔNG,Ở LON ĐON CÓ TUYẾT KHÔNG
1066,NEO BÌNH CÓ LẠNH KHÔNG,NEO BÌNH CÓ LẠNH KHÔNG
1067,THỜI TIẾT TẠI PHÚ QUỐC LÚC MƯỜI HAI DỜ TRƯA THẾ NÀO,THỜI TIẾT TẠI PHÚ QUỐC LÚC 12 DỜ TRƯA THẾ NÀO
1068,THỜI TIẾT LÚC MƯỜI BẢY GIỜ,THỜI TIẾT LÚC 17 GIỜ
1069,THỜI TIẾT TẠI NEO BÌNH THẾ NÀO,THỜI TIẾT TẠI NEO BÌNH THẾ NÀO
1070,XOÁ BÁO THỨC LÚC BẢY GIỜ,XOÁ BÁO THỨC LÚC 7 GIỜ
1071,NHẮC TÔI HỦY ĐĂNG KÝ BỐN GỜ,NHẮC TÔI HỦY ĐĂNG KÝ BỐN GỜ
1072,NHẮC TÔI NỘP ĐÉT LAI LÚC MƯỜI MỘT DỜ NĂM CHÍN PHÚT,NHẮC TÔI NỘP ĐÉT LAI LÚC 11 DỜ NĂM 9 PHÚT
1073,NHẮC TÔI ĐĂNG BÀI LÊN TRANG Ô LI LÚC MƯỜI MỘT DỜ,NHẮC TÔI ĐĂNG BÀI LÊN TRANG Ô LI LÚC 11 DỜ
1074,XÓA NHẮC NHỞ LÚC TÁM GIỜ SÁNG,XÓA NHẮC NHỞ LÚC 8 GIỜ SÁNG
1075,NHẮC TÔI UỐNG THUỐC LÚC MƯỜI BẢY GIỜ HẰNG NGÀY,NHẮC TÔI UỐNG THUỐC LÚC 17 GIỜ HẰNG NGÀY
1076,NHẮC TÔI GỌI ĐIỆN CHO MẸ SAU HAI MƯƠI PHÚT NỮA,NHẮC TÔI GỌI ĐIỆN CHO MẸ SAU 20 PHÚT NỮA
1077,ĐẶT BÁO THỨC LÚC BẢY GIỜ SÁNG,ĐẶT BÁO THỨC LÚC 7 GIỜ SÁNG
1078,DANH SÁCH BÓT CÁT HAY,DANH SÁCH BÓT CÁT HAY
1079,TẮT BÓT CÁT ĐI,TẮT BÓT CÁT ĐI
1080,GIẢM ÂM LƯỢNG BÓT CÁT,GIẢM ÂM LƯỢNG BÓT CÁT
1081,MỞ BÓT CÁT MỞ BÓT CÁT CHO GIỚI TRẺ,MỞ BÓT CÁT MỞ BÓT CÁT CHO GIỚI TRẺ
1082,MỞ BÓT CÁT CHỦ ĐỀ GIA ĐÌNH,MỞ BÓT CÁT CHỦ ĐỀ GIA ĐÌNH
1083,BÓT CÁT NÀO HAY,BÓT CÁT NÀO HAY
1084,BÓT CÁT ĐANG PHÁT CỦA AI,BÓT CÁT ĐANG PHÁT CỦA AI
1085,TĂNG ÂM LƯỢNG BÓT CÁT,TĂNG ÂM LƯỢNG BÓT CÁT
1086,MỞ BÓT CÁT QUỐC KHÁNH,MỞ BÓT CÁT QUỐC KHÁNH
1087,MỞ RA ĐI Ô MỘT TIẾNG,MỞ RA ĐI Ô MỘT TIẾNG
1088,MỞ TIN TỨC SAU BA MƯƠI PHÚT NỮA,MỞ TIN TỨC SAU 30 PHÚT NỮA
1089,MỞ TIN TỨC VỀ DỚI CHẺ,MỞ TIN TỨC VỀ DỚI CHẺ
1090,MỞ TIN TỨC NGA VÀ U REN,MỞ TIN TỨC NGA VÀ U REN
1091,MỞ TIN TỨC NGÀY BA MỐT THÁNG BA,MỞ TIN TỨC NGÀY 31 THÁNG BA
1092,MỞ RAY ĐI Ô TẦN SỐ CHÍN CHÍN,MỞ RAY ĐI Ô TẦN SỐ 9 CHÍN
1093,MƯỜI BỐN THÁNG BA LÀ NGÀY GÌ,14 THÁNG BA LÀ NGÀY GÌ
1094,MƯỜI TÁM THÁNG MƯỜI MỘT HAI KHÔNG HĂM HAI LÀ NGÀY MẤY ÂM LỊCH,18 THÁNG 11 HAI KHÔNG HĂM HAI LÀ NGÀY MẤY ÂM LỊCH
1095,BA MƯƠI THÁNG TƯ LÀ NGÀY GÌ,30 THÁNG 4 LÀ NGÀY GÌ
1096,TĂNG ÂM LƯỢNG TI VI,TĂNG ÂM LƯỢNG TI VI
1097,BẬT LU TÚT,BẬT LU TÚT
1098,MỞ DANH SÁCH TRUYỆN MAN GA,MỞ DANH SÁCH TRUYỆN MAN GA
1099,BẬT TRUYỆN ĐẾN CHÍN GIỜ TỐI,BẬT TRUYỆN ĐẾN 9 GIỜ TỐI
1100,TĂNG ÂM LƯỢNG TI VI LÊN BẢY MƯƠI,TĂNG ÂM LƯỢNG TI VI LÊN 70
1101,MỞ TI VI,MỞ TI VI
1102,ĐIỀU CHỈNH NHIỆT ĐỘ MÁY LẠNH THÀNH HAI MƯƠI SÁU ĐỘ XÊ,ĐIỀU CHỈNH NHIỆT ĐỘ MÁY LẠNH THÀNH 26 ĐỘ XÊ
1103,LẶP LẠI BÀI HÁT TRONG MỘT TIẾNG,LẶP LẠI BÀI HÁT TRONG MỘT TIẾNG
1104,MỞ DANH SÁCH NHẠC CỦA BIN GI,MỞ DANH SÁCH NHẠC CỦA BIN GI
1105,MỞ NHẠC PHIM AN NI ME,MỞ NHẠC PHIM AN NI ME
1106,MỞ NHẠC ĐỂ CHIU,MỞ NHẠC ĐỂ CHIU
1107,MỞ DANH SÁCH NHẠC LÔ PHAI,MỞ DANH SÁCH NHẠC LÔ PHAI
1108,MỞ BÀI NÀY ĐẾN TÁM GIỜ TỐI,MỞ BÀI NÀY ĐẾN 8 GIỜ TỐI
